name,path,level,physical,magic,fire,lightning,strength,dexterity,intelligence,faith,physical_reduction,magic_reduction,fire_reduction,lightning_reduction
Plank Shield,Fire,7,69,0,69,0,0,0,0,0,75,40,24.2,55
Plank Shield,Fire,8,73,0,73,0,0,0,0,0,75,40,24.8,55
Plank Shield,Fire,9,76,0,76,0,0,0,0,0,75,40,25.4,55
Plank Shield,Fire,10,80,0,80,0,0,0,0,0,75,40,26,55
Plank Shield,Lightning,0,62,0,0,62,0,0,0,0,75,40,20,61.6
Plank Shield,Lightning,1,66,0,0,66,0,0,0,0,75,40,20,62.7
Plank Shield,Lightning,2,70,0,0,70,0,0,0,0,75,40,20,63.3
Plank Shield,Lightning,3,74,0,0,74,0,0,0,0,75,40,20,63.8
Plank Shield,Lightning,4,79,0,0,79,0,0,0,0,75,40,20,64.9
Plank Shield,Lightning,5,83,0,0,83,0,0,0,0,75,40,20,66
Red & White Round Shield,Standard,0,50,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,1,52,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,2,55,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,3,57,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,4,60,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,5,62,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,6,65,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,7,68,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,8,71,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,9,74,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,10,77,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,11,81,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,12,84,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,13,88,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,14,91,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Standard,15,100,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,0,77,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,1,81,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,2,84,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,3,88,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,4,91,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Crystal,5,100,0,0,0,D,0,0,0,85,65,30,65
Red & White Round Shield,Magic,0,47,51,0,0,E,0,D,0,85,65,30,65
Red & White Round Shield,Magic,1,49,53,0,0,E,0,D,0,85,66.9,30,65
Red & White Round Shield,Magic,2,52,56,0,0,E,0,D,0,85,68.9,30,65
Red & White Round Shield,Magic,3,54,58,0,0,E,0,D,0,85,70.9,30,65
Red & White Round Shield,Magic,4,56,61,0,0,E,0,D,0,85,72.8,30,65
Red & White Round Shield,Magic,5,58,63,0,0,E,0,D,0,85,74.7,30,65
Red & White Round Shield,Magic,6,61,66,0,0,E,0,D,0,85,76.7,30,65
Red & White Round Shield,Magic,7,64,69,0,0,E,0,D,0,85,78.7,30,65
Red & White Round Shield,Magic,8,66,72,0,0,E,0,D,0,85,80.6,30,65
Red & White Round Shield,Magic,9,69,75,0,0,E,0,D,0,85,82.5,30,65
Red & White Round Shield,Magic,10,76,82,0,0,E,0,D,0,85,84.5,30,65
Red & White Round Shield,Divine,0,42,51,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,1,44,53,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,2,46,56,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,3,48,58,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,4,50,61,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,5,52,63,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,6,55,66,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,7,57,69,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,8,59,72,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,9,62,75,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Divine,10,68,82,0,0,E,0,0,D,85,65,30,65
Red & White Round Shield,Fire,0,50,0,50,0,0,0,0,0,85,65,30,65
Red & White Round Shield,Fire,1,52,0,52,0,0,0,0,0,85,65,30.9,65
Red & White Round Shield,Fire,2,54,0,54,0,0,0,0,0,85,65,31.8,65
Red & White Round Shield,Fire,3,56,0,56,0,0,0,0,0,85,65,32.7,65
Red & White Round Shield,Fire,4,58,0,58,0,0,0,0,0,85,65,33.6,65
Red & White Round Shield,Fire,5,60,0,60,0,0,0,0,0,85,65,34.5,65
Red & White Round Shield,Fire,6,63,0,63,0,0,0,0,0,85,65,35.4,65
Red & White Round Shield,Fire,7,67,0,67,0,0,0,0,0,85,65,36.3,65
Red & White Round Shield,Fire,8,70,0,70,0,0,0,0,0,85,65,37.2,65
Red & White Round Shield,Fire,9,74,0,74,0,0,0,0,0,85,65,38.1,65
Red & White Round Shield,Fire,10,77,0,77,0,0,0,0,0,85,65,39,65
Red & White Round Shield,Lightning,0,60,0,0,60,0,0,0,0,85,65,30,72.8
Red & White Round Shield,Lightning,1,64,0,0,64,0,0,0,0,85,65,30,74.1
Red & White Round Shield,Lightning,2,68,0,0,68,0,0,0,0,85,65,30,74.7
Red & White Round Shield,Lightning,3,72,0,0,72,0,0,0,0,85,65,30,75.4
Red & White Round Shield,Lightning,4,76,0,0,76,0,0,0,0,85,65,30,76.7
Red & White Round Shield,Lightning,5,80,0,0,80,0,0,0,0,85,65,30,78
Small Leather Shield,Standard,0,40,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,1,42,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,2,44,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,3,46,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,4,48,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,5,50,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,6,52,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,7,54,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,8,57,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,9,59,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,10,62,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,11,64,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,12,67,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,13,70,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,14,73,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Standard,15,80,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,0,62,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,1,64,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,2,67,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,3,70,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,4,73,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Crystal,5,80,0,0,0,D,0,0,0,80,35,60,60
Small Leather Shield,Magic,0,37,41,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Magic,1,39,43,0,0,E,0,D,0,80,36,60,60
Small Leather Shield,Magic,2,41,45,0,0,E,0,D,0,80,37.1,60,60
Small Leather Shield,Magic,3,42,47,0,0,E,0,D,0,80,38.2,60,60
Small Leather Shield,Magic,4,44,49,0,0,E,0,D,0,80,39.2,60,60
Small Leather Shield,Magic,5,46,51,0,0,E,0,D,0,80,40.3,60,60
Small Leather Shield,Magic,6,48,53,0,0,E,0,D,0,80,41.3,60,60
Small Leather Shield,Magic,7,50,55,0,0,E,0,D,0,80,42.4,60,60
Small Leather Shield,Magic,8,52,58,0,0,E,0,D,0,80,43.4,60,60
Small Leather Shield,Magic,9,54,60,0,0,E,0,D,0,80,44.5,60,60
Small Leather Shield,Magic,10,60,66,0,0,E,0,D,0,80,45.5,60,60
Small Leather Shield,Divine,0,33,41,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,1,35,43,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,2,36,45,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,3,38,47,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,4,40,49,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,5,41,51,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,6,43,53,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,7,45,55,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,8,47,58,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,9,49,60,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Divine,10,54,66,0,0,E,0,D,0,80,35,60,60
Small Leather Shield,Fire,0,40,0,40,0,0,0,0,0,80,35,60,60
Small Leather Shield,Fire,1,41,0,41,0,0,0,0,0,80,35,61.8,60
Small Leather Shield,Fire,2,43,0,43,0,0,0,0,0,80,35,63.6,60
Small Leather Shield,Fire,3,44,0,44,0,0,0,0,0,80,35,65.4,60
Small Leather Shield,Fire,4,46,0,46,0,0,0,0,0,80,35,67.2,60
Small Leather Shield,Fire,5,48,0,48,0,0,0,0,0,80,35,69,60
Small Leather Shield,Fire,6,50,0,50,0,0,0,0,0,80,35,70.8,60
Small Leather Shield,Fire,7,53,0,53,0,0,0,0,0,80,35,72.6,60
Small Leather Shield,Fire,8,56,0,56,0,0,0,0,0,80,35,74.4,60
Small Leather Shield,Fire,9,59,0,59,0,0,0,0,0,80,35,76.2,60
Small Leather Shield,Fire,10,62,0,62,0,0,0,0,0,80,35,78,60
Small Leather Shield,Lightning,0,48,0,0,48,0,0,0,0,80,35,60,67.2
Small Leather Shield,Lightning,1,51,0,0,51,0,0,0,0,80,35,60,68.4
Small Leather Shield,Lightning,2,54,0,0,54,0,0,0,0,80,35,60,69
Small Leather Shield,Lightning,3,57,0,0,57,0,0,0,0,80,35,60,69.6
Small Leather Shield,Lightning,4,60,0,0,60,0,0,0,0,80,35,60,70.8
Small Leather Shield,Lightning,5,64,0,0,64,0,0,0,0,80,35,60,72
Target Shield,Standard,0,56,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,1,58,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,2,61,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,3,64,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,4,67,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,5,70,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,6,73,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,7,76,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,8,80,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,9,83,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,10,86,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,11,90,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,12,94,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,13,98,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,14,102,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Standard,15,112,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,0,86,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,1,90,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,2,94,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,3,98,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,4,102,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Crystal,5,112,0,0,0,D,0,0,0,78,30,65,50
Target Shield,Magic,0,52,57,0,0,E,0,D,0,78,30,65,50
Target Shield,Magic,1,55,60,0,0,E,0,D,0,78,30.6,65,50
Target Shield,Magic,2,57,63,0,0,E,0,D,0,78,31.2,65,50
Target Shield,Magic,3,60,65,0,0,E,0,D,0,78,31.8,65,50
Target Shield,Magic,4,62,68,0,0,E,0,D,0,78,32.4,65,50
Target Shield,Magic,5,65,71,0,0,E,0,D,0,78,33,65,50
Target Shield,Magic,6,68,74,0,0,E,0,D,0,78,33.6,65,50
Target Shield,Magic,7,70,77,0,0,E,0,D,0,78,34.2,65,50
Target Shield,Magic,8,73,80,0,0,E,0,D,0,78,34.8,65,50
Target Shield,Magic,9,76,84,0,0,E,0,D,0,78,35.4,65,50
Target Shield,Magic,10,84,92,0,0,E,0,D,0,78,36,65,50
Target Shield,Divine,0,47,57,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,1,49,60,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,2,52,63,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,3,54,65,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,4,56,68,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,5,58,71,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,6,61,74,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,7,64,77,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,8,66,80,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,9,69,84,0,0,E,0,0,D,78,30,65,50
Target Shield,Divine,10,76,92,0,0,E,0,0,D,78,30,65,50
Target Shield,Fire,0,56,0,56,0,0,0,0,0,78,30,65,50
Target Shield,Fire,1,58,0,58,0,0,0,0,0,78,30,66.3,50
Target Shield,Fire,2,60,0,60,0,0,0,0,0,78,30,67.6,50
Target Shield,Fire,3,62,0,62,0,0,0,0,0,78,30,68.9,50
Target Shield,Fire,4,64,0,64,0,0,0,0,0,78,30,70.2,50
Target Shield,Fire,5,67,0,67,0,0,0,0,0,78,30,71.5,50
Target Shield,Fire,6,71,0,71,0,0,0,0,0,78,30,72.8,50
Target Shield,Fire,7,75,0,75,0,0,0,0,0,78,30,74.1,50
Target Shield,Fire,8,78,0,78,0,0,0,0,0,78,30,75.4,50
Target Shield,Fire,9,82,0,82,0,0,0,0,0,78,30,76.7,50
Target Shield,Fire,10,86,0,86,0,0,0,0,0,78,30,78,50
Target Shield,Lightning,0,67,0,0,67,0,0,0,0,78,30,65,56
Target Shield,Lightning,1,71,0,0,71,0,0,0,0,78,30,65,57
Target Shield,Lightning,2,76,0,0,76,0,0,0,0,78,30,65,57.5
Target Shield,Lightning,3,80,0,0,80,0,0,0,0,78,30,65,58
Target Shield,Lightning,4,85,0,0,85,0,0,0,0,78,30,65,59
Target Shield,Lightning,5,89,0,0,89,0,0,0,0,78,30,65,60
Warrior's Round Shield,Standard,0,50,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,1,52,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,2,55,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,3,57,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,4,60,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,5,62,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,6,65,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,7,68,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,8,71,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,9,74,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,10,77,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,11,81,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,12,84,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,13,88,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,14,91,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Standard,15,100,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,0,77,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,1,81,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,2,84,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,3,88,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,4,91,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Crystal,5,100,0,0,0,D,0,0,0,85,65,30,65
Warrior's Round Shield,Magic,0,47,51,0,0,E,0,D,0,85,65,30,65
Warrior's Round Shield,Magic,1,49,53,0,0,E,0,D,0,85,66.9,30,65
Warrior's Round Shield,Magic,2,52,56,0,0,E,0,D,0,85,68.9,30,65
Warrior's Round Shield,Magic,3,54,58,0,0,E,0,D,0,85,70.9,30,65
Warrior's Round Shield,Magic,4,56,61,0,0,E,0,D,0,85,72.8,30,65
Warrior's Round Shield,Magic,5,58,63,0,0,E,0,D,0,85,74.7,30,65
Warrior's Round Shield,Magic,6,61,66,0,0,E,0,D,0,85,76.7,30,65
Warrior's Round Shield,Magic,7,64,69,0,0,E,0,D,0,85,78.7,30,65
Warrior's Round Shield,Magic,8,66,72,0,0,E,0,D,0,85,80.6,30,65
Warrior's Round Shield,Magic,9,69,75,0,0,E,0,D,0,85,82.5,30,65
Warrior's Round Shield,Magic,10,76,82,0,0,E,0,D,0,85,84.5,30,65
Warrior's Round Shield,Divine,0,42,51,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,1,44,53,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,2,46,56,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,3,48,58,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,4,50,61,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,5,52,63,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,6,55,66,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,7,57,69,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,8,59,72,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,9,62,75,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Divine,10,68,82,0,0,E,0,0,D,85,65,30,65
Warrior's Round Shield,Fire,0,50,0,50,0,0,0,0,0,85,65,30,65
Warrior's Round Shield,Fire,1,52,0,52,0,0,0,0,0,85,65,30.9,65
Warrior's Round Shield,Fire,2,54,0,54,0,0,0,0,0,85,65,31.8,65
Warrior's Round Shield,Fire,3,56,0,56,0,0,0,0,0,85,65,32.7,65
Warrior's Round Shield,Fire,4,58,0,58,0,0,0,0,0,85,65,33.6,65
Warrior's Round Shield,Fire,5,60,0,60,0,0,0,0,0,85,65,34.5,65
Warrior's Round Shield,Fire,6,63,0,63,0,0,0,0,0,85,65,35.4,65
Warrior's Round Shield,Fire,7,67,0,67,0,0,0,0,0,85,65,36.3,65
Warrior's Round Shield,Fire,8,70,0,70,0,0,0,0,0,85,65,37.2,65
Warrior's Round Shield,Fire,9,74,0,74,0,0,0,0,0,85,65,38.1,65
Warrior's Round Shield,Fire,10,77,0,77,0,0,0,0,0,85,65,39,65
Warrior's Round Shield,Lightning,0,60,0,0,60,0,0,0,0,85,65,30,72.8
Warrior's Round Shield,Lightning,1,64,0,0,64,0,0,0,0,85,65,30,74.1
Warrior's Round Shield,Lightning,2,68,0,0,68,0,0,0,0,85,65,30,74.7
Warrior's Round Shield,Lightning,3,72,0,0,72,0,0,0,0,85,65,30,75.4
Warrior's Round Shield,Lightning,4,76,0,0,76,0,0,0,0,85,65,30,76.7
Warrior's Round Shield,Lightning,5,80,0,0,80,0,0,0,0,85,65,30,78
Balder Shield,Standard,0,66,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,1,69,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,2,72,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,3,75,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,4,79,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,5,82,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,6,86,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,7,90,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,8,94,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,9,98,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,10,102,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,11,106,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,12,111,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,13,116,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,14,120,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Standard,15,132,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,0,102,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,1,106,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,2,111,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,3,116,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,4,120,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Crystal,5,132,0,0,0,D,0,0,0,100,20,60,50
Balder Shield,Magic,0,62,67,0,0,E,0,D,0,100,20,60,50
Balder Shield,Magic,1,65,70,0,0,E,0,D,0,100,20.4,60,50
Balder Shield,Magic,2,68,73,0,0,E,0,D,0,100,20.8,60,50
Balder Shield,Magic,3,71,77,0,0,E,0,D,0,100,21.2,60,50
Balder Shield,Magic,4,74,80,0,0,E,0,D,0,100,21.6,60,50
Balder Shield,Magic,5,77,83,0,0,E,0,D,0,100,22,60,50
Balder Shield,Magic,6,81,87,0,0,E,0,D,0,100,22.4,60,50
Balder Shield,Magic,7,84,91,0,0,E,0,D,0,100,22.8,60,50
Balder Shield,Magic,8,88,95,0,0,E,0,D,0,100,23.2,60,50
Balder Shield,Magic,9,91,98,0,0,E,0,D,0,100,23.6,60,50
Balder Shield,Magic,10,100,108,0,0,E,0,D,0,100,24,60,50
Balder Shield,Divine,0,56,67,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,1,58,70,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,2,61,73,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,3,64,77,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,4,67,80,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,5,69,83,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,6,72,87,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,7,76,91,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,8,79,95,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,9,82,98,0,0,E,0,0,D,100,20,60,50
Balder Shield,Divine,10,90,108,0,0,E,0,0,D,100,20,60,50
Balder Shield,Fire,0,66,0,66,0,0,0,0,0,100,20,60,50
Balder Shield,Fire,1,68,0,68,0,0,0,0,0,100,20,61.8,50
Balder Shield,Fire,2,71,0,71,0,0,0,0,0,100,20,63.6,50
Balder Shield,Fire,3,73,0,73,0,0,0,0,0,100,20,65.4,50
Balder Shield,Fire,4,76,0,76,0,0,0,0,0,100,20,67.2,50
Balder Shield,Fire,5,79,0,79,0,0,0,0,0,100,20,69,50
Balder Shield,Fire,6,83,0,83,0,0,0,0,0,100,20,70.8,50
Balder Shield,Fire,7,88,0,88,0,0,0,0,0,100,20,72.6,50
Balder Shield,Fire,8,93,0,93,0,0,0,0,0,100,20,74.4,50
Balder Shield,Fire,9,97,0,97,0,0,0,0,0,100,20,76.2,50
Balder Shield,Fire,10,102,0,102,0,0,0,0,0,100,20,78,50
Balder Shield,Lightning,0,79,0,0,79,0,0,0,0,100,20,60,56
Balder Shield,Lightning,1,84,0,0,84,0,0,0,0,100,20,60,57
Balder Shield,Lightning,2,89,0,0,89,0,0,0,0,100,20,60,57.5
Balder Shield,Lightning,3,95,0,0,95,0,0,0,0,100,20,60,58
Balder Shield,Lightning,4,100,0,0,100,0,0,0,0,100,20,60,59
Balder Shield,Lightning,5,105,0,0,105,0,0,0,0,100,20,60,60
Bloodshield,Standard,0,62,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,1,65,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,2,68,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,3,71,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,4,74,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,5,77,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,6,81,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,7,84,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,8,88,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,9,92,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,10,96,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,11,100,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,12,104,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,13,109,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,14,113,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Standard,15,124,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,0,96,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,1,100,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,2,104,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,3,109,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,4,113,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Crystal,5,124,0,0,0,D,0,0,0,100,30,70,50
Bloodshield,Magic,0,58,62,0,0,E,0,D,0,100,30,70,50
Bloodshield,Magic,1,61,65,0,0,E,0,D,0,100,30.6,70,50
Bloodshield,Magic,2,64,68,0,0,E,0,D,0,100,31.2,70,50
Bloodshield,Magic,3,67,71,0,0,E,0,D,0,100,31.8,70,50
Bloodshield,Magic,4,70,74,0,0,E,0,D,0,100,32.4,70,50
Bloodshield,Magic,5,72,77,0,0,E,0,D,0,100,33,70,50
Bloodshield,Magic,6,76,81,0,0,E,0,D,0,100,33.6,70,50
Bloodshield,Magic,7,79,84,0,0,E,0,D,0,100,34.2,70,50
Bloodshield,Magic,8,82,88,0,0,E,0,D,0,100,34.8,70,50
Bloodshield,Magic,9,86,91,0,0,E,0,D,0,100,35.4,70,50
Bloodshield,Magic,10,94,100,0,0,E,0,D,0,100,36,70,50
Bloodshield,Divine,0,52,63,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,1,55,66,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,2,57,69,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,3,60,72,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,4,62,75,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,5,65,79,0,0,E,0,0,D,100,30,70,50
Bloodshield,Divine,6,68,82,0,0,E,0,0,D,100,30,70,50
