name,faith,intelligence,adjustment
Tin Crystallization Catalyst,0,63,298
Tin Crystallization Catalyst,0,64,298
Tin Crystallization Catalyst,0,65,299
Tin Crystallization Catalyst,0,66,299
Tin Crystallization Catalyst,0,67,300
Tin Crystallization Catalyst,0,68,300
Tin Crystallization Catalyst,0,69,300
Tin Crystallization Catalyst,0,70,301
Tin Crystallization Catalyst,0,71,301
Tin Crystallization Catalyst,0,72,302
Tin Crystallization Catalyst,0,73,302
Tin Crystallization Catalyst,0,74,303
Tin Crystallization Catalyst,0,75,303
Tin Crystallization Catalyst,0,76,304
Tin Crystallization Catalyst,0,77,304
Tin Crystallization Catalyst,0,78,304
Tin Crystallization Catalyst,0,79,305
Tin Crystallization Catalyst,0,80,305
Tin Crystallization Catalyst,0,81,306
Tin Crystallization Catalyst,0,82,306
Tin Crystallization Catalyst,0,83,307
Tin Crystallization Catalyst,0,84,307
Tin Crystallization Catalyst,0,85,307
Tin Crystallization Catalyst,0,86,308
Tin Crystallization Catalyst,0,87,308
Tin Crystallization Catalyst,0,88,309
Tin Crystallization Catalyst,0,89,309
Tin Crystallization Catalyst,0,90,310
Tin Crystallization Catalyst,0,91,310
Tin Crystallization Catalyst,0,92,311
Tin Crystallization Catalyst,0,93,311
Tin Crystallization Catalyst,0,94,311
Tin Crystallization Catalyst,0,95,312
Tin Crystallization Catalyst,0,96,312
Tin Crystallization Catalyst,0,97,313
Tin Crystallization Catalyst,0,98,313
Tin Crystallization Catalyst,0,99,314
Tin Darkmoon Catalyst,0,13,109
Tin Darkmoon Catalyst,0,14,110
Tin Darkmoon Catalyst,0,15,111
Tin Darkmoon Catalyst,0,16,112
Tin Darkmoon Catalyst,0,17,113
Tin Darkmoon Catalyst,0,18,117
Tin Darkmoon Catalyst,0,19,123
Tin Darkmoon Catalyst,0,20,127
Tin Darkmoon Catalyst,0,21,133
Tin Darkmoon Catalyst,0,22,139
Tin Darkmoon Catalyst,0,23,143
Tin Darkmoon Catalyst,0,24,149
Tin Darkmoon Catalyst,0,25,153
Tin Darkmoon Catalyst,0,26,159
Tin Darkmoon Catalyst,0,27,165
Tin Darkmoon Catalyst,0,28,169
Tin Darkmoon Catalyst,0,29,175
Tin Darkmoon Catalyst,0,30,179
Tin Darkmoon Catalyst,0,31,185
Tin Darkmoon Catalyst,0,32,191
Tin Darkmoon Catalyst,0,33,191
Tin Darkmoon Catalyst,0,34,192
Tin Darkmoon Catalyst,0,35,194
Tin Darkmoon Catalyst,0,36,195
Tin Darkmoon Catalyst,0,37,197
Tin Darkmoon Catalyst,0,38,198
Tin Darkmoon Catalyst,0,39,199
Tin Darkmoon Catalyst,0,40,201
Tin Darkmoon Catalyst,0,41,202
Tin Darkmoon Catalyst,0,42,203
Tin Darkmoon Catalyst,0,43,204
Tin Darkmoon Catalyst,0,44,205
Tin Darkmoon Catalyst,0,45,207
Tin Darkmoon Catalyst,0,46,208
Tin Darkmoon Catalyst,0,47,210
Tin Darkmoon Catalyst,0,48,211
Tin Darkmoon Catalyst,0,49,212
Tin Darkmoon Catalyst,0,50,214
Tin Darkmoon Catalyst,0,51,215
Tin Darkmoon Catalyst,0,52,217
Tin Darkmoon Catalyst,0,53,217
Tin Darkmoon Catalyst,0,54,217
Tin Darkmoon Catalyst,0,55,217
Tin Darkmoon Catalyst,0,56,217
Tin Darkmoon Catalyst,0,57,217
Tin Darkmoon Catalyst,0,58,217
Tin Darkmoon Catalyst,0,59,218
Tin Darkmoon Catalyst,0,60,218
Tin Darkmoon Catalyst,0,61,218
Tin Darkmoon Catalyst,0,62,218
Tin Darkmoon Catalyst,0,63,219
Tin Darkmoon Catalyst,0,64,219
Tin Darkmoon Catalyst,0,65,219
Tin Darkmoon Catalyst,0,66,220
Tin Darkmoon Catalyst,0,67,220
Tin Darkmoon Catalyst,0,68,220
Tin Darkmoon Catalyst,0,69,220
Tin Darkmoon Catalyst,0,70,221
Tin Darkmoon Catalyst,0,71,221
Tin Darkmoon Catalyst,0,72,221
Tin Darkmoon Catalyst,0,73,222
Tin Darkmoon Catalyst,0,74,222
Tin Darkmoon Catalyst,0,75,222
Tin Darkmoon Catalyst,0,76,222
Tin Darkmoon Catalyst,0,77,223
Tin Darkmoon Catalyst,0,78,223
Tin Darkmoon Catalyst,0,79,223
Tin Darkmoon Catalyst,0,80,223
Tin Darkmoon Catalyst,0,81,224
Tin Darkmoon Catalyst,0,82,224
Tin Darkmoon Catalyst,0,83,224
Tin Darkmoon Catalyst,0,84,225
Tin Darkmoon Catalyst,0,85,225
Tin Darkmoon Catalyst,0,86,225
Tin Darkmoon Catalyst,0,87,226
Tin Darkmoon Catalyst,0,88,226
Tin Darkmoon Catalyst,0,89,226
Tin Darkmoon Catalyst,0,90,226
Tin Darkmoon Catalyst,0,91,227
Tin Darkmoon Catalyst,0,92,227
Tin Darkmoon Catalyst,0,93,227
Tin Darkmoon Catalyst,0,94,227
Tin Darkmoon Catalyst,0,95,228
Tin Darkmoon Catalyst,0,96,228
Tin Darkmoon Catalyst,0,97,228
Tin Darkmoon Catalyst,0,98,229
Tin Darkmoon Catalyst,0,99,229
