weapon,path,level,physical,magic,fire,lightning,strength,dexterity,intelligence,faith,physical_reduction,magic_reduction,fire_reduction,lightning_reduction
Bandit's Knife,Chaos,1,93,0,108,0,0,0,0,0,45,10,30.6,30
Bandit's Knife,Chaos,2,98,0,114,0,0,0,0,0,45,10,31.2,30
Bandit's Knife,Chaos,3,102,0,119,0,0,0,0,0,45,10,31.8,30
Bandit's Knife,Chaos,4,107,0,125,0,0,0,0,0,45,10,32.4,30
Bandit's Knife,Chaos,5,112,0,131,0,0,0,0,0,45,10,33.0,30
Bandit's Knife,Lightning,0,100,0,0,100,0,0,0,0,45,10,30,30.0
Bandit's Knife,Lightning,1,108,0,0,108,0,0,0,0,45,10,30,32.4
Bandit's Knife,Lightning,2,116,0,0,116,0,0,0,0,45,10,30,34.8
Bandit's Knife,Lightning,3,124,0,0,124,0,0,0,0,45,10,30,37.2
Bandit's Knife,Lightning,4,132,0,0,132,0,0,0,0,45,10,30,39.6
Bandit's Knife,Lightning,5,140,0,0,140,0,0,0,0,45,10,30,42.0
Dagger,Standard,0,56,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,1,61,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,2,67,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,3,72,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,4,78,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,5,84,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,6,89,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,7,95,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,8,100,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,9,106,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,10,112,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,11,117,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,12,123,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,13,128,0,0,0,E,B,0,0,45,10,30,30
Dagger,Standard,14,134,0,0,0,E,A,0,0,45,10,30,30
Dagger,Standard,15,140,0,0,0,E,A,0,0,45,10,30,30
Dagger,Raw,0,96,0,0,0,E,C,0,0,45,10,30,30
Dagger,Raw,1,102,0,0,0,E,C,0,0,45,10,30,30
Dagger,Raw,2,108,0,0,0,E,C,0,0,45,10,30,30
Dagger,Raw,3,115,0,0,0,E,C,0,0,45,10,30,30
Dagger,Raw,4,121,0,0,0,E,C,0,0,45,10,30,30
Dagger,Raw,5,128,0,0,0,E,C,0,0,45,10,30,30
Dagger,Crystal,0,123,0,0,0,E,B,0,0,45,10,30,30
Dagger,Crystal,1,128,0,0,0,E,B,0,0,45,10,30,30
Dagger,Crystal,2,134,0,0,0,E,B,0,0,45,10,30,30
Dagger,Crystal,3,140,0,0,0,E,B,0,0,45,10,30,30
Dagger,Crystal,4,145,0,0,0,E,A,0,0,45,10,30,30
Dagger,Crystal,5,151,0,0,0,E,A,0,0,45,10,30,30
Dagger,Magic,0,63,69,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,1,67,73,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,2,71,78,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,3,75,82,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,4,79,87,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,5,84,92,0,0,E,D,C,0,45,10,30,30
Dagger,Magic,6,88,96,0,0,E,D,B,0,45,10,30,30
Dagger,Magic,7,92,101,0,0,E,D,B,0,45,10,30,30
Dagger,Magic,8,96,105,0,0,E,D,B,0,45,10,30,30
Dagger,Magic,9,100,110,0,0,E,D,B,0,45,10,30,30
Dagger,Magic,10,105,115,0,0,E,D,B,0,45,10,30,30
Dagger,Enchanted,0,84,90,0,0,E,E,C,0,45,10,30,30
Dagger,Enchanted,1,87,92,0,0,E,E,B,0,45,10,30,30
Dagger,Enchanted,2,90,95,0,0,E,E,B,0,45,10,30,30
Dagger,Enchanted,3,94,98,0,0,E,E,A,0,45,10,30,30
Dagger,Enchanted,4,97,100,0,0,E,E,A,0,45,10,30,30
Dagger,Enchanted,5,100,104,0,0,E,E,A,0,45,10,30,30
Dagger,Divine,0,57,69,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,1,60,73,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,2,64,78,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,3,68,82,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,4,72,87,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,5,76,92,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,6,79,96,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,7,83,101,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,8,87,105,0,0,E,D,0,C,45,10,30,30
Dagger,Divine,9,91,110,0,0,E,D,0,B,45,10,30,30
Dagger,Divine,10,95,115,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,0,76,84,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,1,80,88,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,2,85,92,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,3,89,96,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,4,94,100,0,0,E,D,0,B,45,10,30,30
Dagger,Occult,5,98,105,0,0,E,D,0,B,45,10,30,30
Dagger,Fire,0,72,0,72,0,0,0,0,0,45,10,30.0,30
Dagger,Fire,1,78,0,78,0,0,0,0,0,45,10,30.3,30
Dagger,Fire,2,84,0,84,0,0,0,0,0,45,10,30.6,30
Dagger,Fire,3,89,0,89,0,0,0,0,0,45,10,30.9,30
Dagger,Fire,4,95,0,95,0,0,0,0,0,45,10,31.2,30
Dagger,Fire,5,100,0,100,0,0,0,0,0,45,10,31.5,30
Dagger,Fire,6,107,0,107,0,0,0,0,0,45,10,31.8,30
Dagger,Fire,7,114,0,114,0,0,0,0,0,45,10,32.1,30
Dagger,Fire,8,120,0,120,0,0,0,0,0,45,10,32.4,30
Dagger,Fire,9,127,0,127,0,0,0,0,0,45,10,32.7,30
Dagger,Fire,10,134,0,134,0,0,0,0,0,45,10,33.0,30
Dagger,Chaos,0,88,0,102,0,0,0,0,0,45,10,30.0,30
Dagger,Chaos,1,93,0,108,0,0,0,0,0,45,10,30.6,30
Dagger,Chaos,2,98,0,114,0,0,0,0,0,45,10,31.2,30
Dagger,Chaos,3,102,0,119,0,0,0,0,0,45,10,31.8,30
Dagger,Chaos,4,107,0,125,0,0,0,0,0,45,10,32.4,30
Dagger,Chaos,5,112,0,131,0,0,0,0,0,45,10,33.0,30
Dagger,Lightning,0,100,0,0,100,0,0,0,0,45,10,30,30.0
Dagger,Lightning,1,108,0,0,108,0,0,0,0,45,10,30,32.4
Dagger,Lightning,2,116,0,0,116,0,0,0,0,45,10,30,34.8
Dagger,Lightning,3,124,0,0,124,0,0,0,0,45,10,30,37.2
Dagger,Lightning,4,132,0,0,132,0,0,0,0,45,10,30,39.6
Dagger,Lightning,5,140,0,0,140,0,0,0,0,45,10,30,42.0
Parrying Dagger,Standard,0,54,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,1,59,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,2,64,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,3,70,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,4,75,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,5,81,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,6,86,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,7,91,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,8,97,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,9,102,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,10,108,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,11,113,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,12,118,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,13,124,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Standard,14,129,0,0,0,E,A,0,0,45,10,30,30
Parrying Dagger,Standard,15,135,0,0,0,E,A,0,0,45,10,30,30
Parrying Dagger,Raw,0,93,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Raw,1,99,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Raw,2,105,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Raw,3,111,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Raw,4,117,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Raw,5,124,0,0,0,E,C,0,0,45,10,30,30
Parrying Dagger,Crystal,0,118,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Crystal,1,124,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Crystal,2,129,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Crystal,3,135,0,0,0,E,B,0,0,45,10,30,30
Parrying Dagger,Crystal,4,140,0,0,0,E,A,0,0,45,10,30,30
Parrying Dagger,Crystal,5,145,0,0,0,E,A,0,0,45,10,30,30
Parrying Dagger,Magic,0,61,66,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,1,65,70,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,2,69,74,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,3,73,79,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,4,77,83,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,5,82,88,0,0,E,D,C,0,45,10,30,30
Parrying Dagger,Magic,6,86,92,0,0,E,D,B,0,45,10,30,30
Parrying Dagger,Magic,7,90,96,0,0,E,D,B,0,45,10,30,30
Parrying Dagger,Magic,8,94,101,0,0,E,D,B,0,45,10,30,30
Parrying Dagger,Magic,9,98,105,0,0,E,D,B,0,45,10,30,30
Parrying Dagger,Magic,10,102,110,0,0,E,D,B,0,45,10,30,30
Parrying Dagger,Enchanted,0,82,86,0,0,E,E,B,0,45,10,30,30
Parrying Dagger,Enchanted,1,85,88,0,0,E,E,B,0,45,10,30,30
Parrying Dagger,Enchanted,2,88,91,0,0,E,E,B,0,45,10,30,30
Parrying Dagger,Enchanted,3,91,93,0,0,E,E,A,0,45,10,30,30
Parrying Dagger,Enchanted,4,95,96,0,0,E,E,A,0,45,10,30,30
Parrying Dagger,Enchanted,5,98,99,0,0,E,E,A,0,45,10,30,30
Parrying Dagger,Divine,0,54,67,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,1,57,72,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,2,61,76,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,3,64,81,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,4,65,85,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,5,72,90,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,6,75,94,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,7,79,99,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,8,82,103,0,0,E,D,0,C,45,10,30,30
Parrying Dagger,Divine,9,86,108,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Divine,10,90,112,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,0,74,82,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,1,78,86,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,2,82,90,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,3,87,94,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,4,91,98,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Occult,5,96,102,0,0,E,D,0,B,45,10,30,30
Parrying Dagger,Fire,0,70,0,70,0,0,0,0,0,45,10,30.0,30
Parrying Dagger,Fire,1,75,0,75,0,0,0,0,0,45,10,30.3,30
Parrying Dagger,Fire,2,81,0,81,0,0,0,0,0,45,10,30.6,30
Parrying Dagger,Fire,3,86,0,86,0,0,0,0,0,45,10,30.9,30
Parrying Dagger,Fire,4,91,0,91,0,0,0,0,0,45,10,31.2,30
Parrying Dagger,Fire,5,97,0,97,0,0,0,0,0,45,10,31.5,30
Parrying Dagger,Fire,6,103,0,103,0,0,0,0,0,45,10,31.8,30
Parrying Dagger,Fire,7,110,0,110,0,0,0,0,0,45,10,32.1,30
Parrying Dagger,Fire,8,116,0,116,0,0,0,0,0,45,10,32.4,30
Parrying Dagger,Fire,9,123,0,123,0,0,0,0,0,45,10,32.7,30
Parrying Dagger,Fire,10,129,0,129,0,0,0,0,0,45,10,33.0,30
Parrying Dagger,Chaos,0,84,0,99,0,0,0,0,0,45,10,30.0,30
Parrying Dagger,Chaos,1,89,0,104,0,0,0,0,0,45,10,30.6,30
Parrying Dagger,Chaos,2,94,0,110,0,0,0,0,0,45,10,31.2,30
Parrying Dagger,Chaos,3,98,0,115,0,0,0,0,0,45,10,31.8,30
Parrying Dagger,Chaos,4,103,0,121,0,0,0,0,0,45,10,32.4,30
Parrying Dagger,Chaos,5,108,0,126,0,0,0,0,0,45,10,33.0,30
Parrying Dagger,Lightning,0,97,0,0,97,0,0,0,0,45,10,30,30.0
Parrying Dagger,Lightning,1,104,0,0,104,0,0,0,0,45,10,30,32.4
Parrying Dagger,Lightning,2,112,0,0,112,0,0,0,0,45,10,30,34.8
Parrying Dagger,Lightning,3,119,0,0,119,0,0,0,0,45,10,30,37.2
Parrying Dagger,Lightning,4,127,0,0,127,0,0,0,0,45,10,30,39.6
Parrying Dagger,Lightning,5,135,0,0,135,0,0,0,0,45,10,30,42.0
Caestus,Standard,0,66,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,1,72,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,2,79,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,3,85,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,4,92,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,5,99,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,6,105,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,7,112,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,8,118,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,9,125,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,10,132,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,11,138,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,12,145,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,13,151,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,14,158,0,0,0,C,C,0,0,0,0,0,0
Caestus,Standard,15,165,0,0,0,C,C,0,0,0,0,0,0
Caestus,Raw,0,114,0,0,0,D,D,0,0,0,0,0,0
Caestus,Raw,1,121,0,0,0,D,D,0,0,0,0,0,0
Caestus,Raw,2,129,0,0,0,D,D,0,0,0,0,0,0
Caestus,Raw,3,136,0,0,0,D,D,0,0,0,0,0,0
Caestus,Raw,4,144,0,0,0,D,D,0,0,0,0,0,0
Caestus,Raw,5,152,0,0,0,D,D,0,0,0,0,0,0
Caestus,Crystal,0,145,0,0,0,C,C,0,0,0,0,0,0
Caestus,Crystal,1,151,0,0,0,C,C,0,0,0,0,0,0
Caestus,Crystal,2,158,0,0,0,C,C,0,0,0,0,0,0
Caestus,Crystal,3,165,0,0,0,C,C,0,0,0,0,0,0
Caestus,Crystal,4,171,0,0,0,C,C,0,0,0,0,0,0
Caestus,Crystal,5,178,0,0,0,C,C,0,0,0,0,0,0
Caestus,Magic,0,75,81,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,1,80,86,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,2,85,91,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,3,90,97,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,4,95,102,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,5,100,108,0,0,E,E,C,0,0,0,0,0
Caestus,Magic,6,104,113,0,0,E,E,B,0,0,0,0,0
Caestus,Magic,7,110,118,0,0,E,E,B,0,0,0,0,0
Caestus,Magic,8,115,124,0,0,E,E,B,0,0,0,0,0
Caestus,Magic,9,120,129,0,0,E,E,B,0,0,0,0,0
Caestus,Magic,10,125,135,0,0,E,E,B,0,0,0,0,0
Caestus,Enchanted,0,100,106,0,0,E,E,B,0,0,0,0,0
Caestus,Enchanted,1,104,109,0,0,E,E,B,0,0,0,0,0
Caestus,Enchanted,2,108,112,0,0,E,E,A,0,0,0,0,0
Caestus,Enchanted,3,112,115,0,0,E,E,A,0,0,0,0,0
Caestus,Enchanted,4,116,118,0,0,E,E,A,0,0,0,0,0
Caestus,Enchanted,5,120,122,0,0,E,E,A,0,0,0,0,0
Caestus,Divine,0,67,82,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,1,72,88,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,2,76,93,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,3,81,99,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,4,85,104,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,5,90,110,0,0,D,D,0,C,0,0,0,0
Caestus,Divine,6,94,115,0,0,D,D,0,B,0,0,0,0
Caestus,Divine,7,99,121,0,0,D,D,0,B,0,0,0,0
Caestus,Divine,8,103,126,0,0,D,D,0,B,0,0,0,0
Caestus,Divine,9,108,132,0,0,D,D,0,B,0,0,0,0
Caestus,Divine,10,112,137,0,0,D,D,0,B,0,0,0,0
Caestus,Occult,0,80,100,0,0,E,E,0,B,0,0,0,0
Caestus,Occult,1,95,104,0,0,E,E,0,B,0,0,0,0
Caestus,Occult,2,100,110,0,0,E,E,0,B,0,0,0,0
Caestus,Occult,3,106,115,0,0,E,E,0,B,0,0,0,0
Caestus,Occult,4,111,120,0,0,D,D,0,A,0,0,0,0
Caestus,Occult,5,117,125,0,0,D,D,0,A,0,0,0,0
Caestus,Fire,0,85,0,85,0,0,0,0,0,0,0,0,0
Caestus,Fire,1,92,0,92,0,0,0,0,0,0,0,0,0
Caestus,Fire,2,99,0,99,0,0,0,0,0,0,0,0,0
Caestus,Fire,3,105,0,105,0,0,0,0,0,0,0,0,0
Caestus,Fire,4,112,0,112,0,0,0,0,0,0,0,0,0
Caestus,Fire,5,118,0,118,0,0,0,0,0,0,0,0,0
Caestus,Fire,6,126,0,126,0,0,0,0,0,0,0,0,0
Caestus,Fire,7,134,0,134,0,0,0,0,0,0,0,0,0
Caestus,Fire,8,142,0,142,0,0,0,0,0,0,0,0,0
Caestus,Fire,9,150,0,150,0,0,0,0,0,0,0,0,0
Caestus,Fire,10,158,0,158,0,0,0,0,0,0,0,0,0
Caestus,Chaos,0,102,0,118,0,0,0,0,0,0,0,0,0
Caestus,Chaos,1,108,0,125,0,0,0,0,0,0,0,0,0
Caestus,Chaos,2,114,0,132,0,0,0,0,0,0,0,0,0
Caestus,Chaos,3,119,0,138,0,0,0,0,0,0,0,0,0
Caestus,Chaos,4,125,0,145,0,0,0,0,0,0,0,0,0
Caestus,Chaos,5,131,0,151,0,0,0,0,0,0,0,0,0
Caestus,Lightning,0,118,0,0,118,0,0,0,0,0,0,0,0
Caestus,Lightning,1,128,0,0,128,0,0,0,0,0,0,0,0
Caestus,Lightning,2,137,0,0,137,0,0,0,0,0,0,0,0
Caestus,Lightning,3,146,0,0,146,0,0,0,0,0,0,0,0
Caestus,Lightning,4,155,0,0,155,0,0,0,0,0,0,0,0
Caestus,Lightning,5,165,0,0,165,0,0,0,0,0,0,0,0
Claw,Standard,0,72,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,1,79,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,2,86,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,3,93,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,4,100,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,5,108,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,6,115,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,7,122,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,8,129,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,9,136,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,10,144,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,11,151,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,12,158,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,13,165,0,0,0,E,B,0,0,0,0,0,0
Claw,Standard,14,172,0,0,0,E,A,0,0,0,0,0,0
Claw,Standard,15,180,0,0,0,E,A,0,0,0,0,0,0
Claw,Raw,0,124,0,0,0,E,C,0,0,0,0,0,0
Claw,Raw,1,132,0,0,0,E,C,0,0,0,0,0,0
Claw,Raw,2,141,0,0,0,E,C,0,0,0,0,0,0
Claw,Raw,3,149,0,0,0,E,C,0,0,0,0,0,0
Claw,Raw,4,157,0,0,0,E,C,0,0,0,0,0,0
Claw,Raw,5,166,0,0,0,E,C,0,0,0,0,0,0
Claw,Crystal,0,158,0,0,0,E,B,0,0,0,0,0,0
Claw,Crystal,1,165,0,0,0,E,B,0,0,0,0,0,0
Claw,Crystal,2,172,0,0,0,E,B,0,0,0,0,0,0
Claw,Crystal,3,180,0,0,0,E,B,0,0,0,0,0,0
Claw,Crystal,4,187,0,0,0,E,A,0,0,0,0,0,0
Claw,Crystal,5,194,0,0,0,E,A,0,0,0,0,0,0
Claw,Magic,0,81,87,0,0,E,D,C,0,0,0,0,0
Claw,Magic,1,86,92,0,0,E,D,C,0,0,0,0,0
Claw,Magic,2,91,98,0,0,E,D,C,0,0,0,0,0
Claw,Magic,3,97,104,0,0,E,D,C,0,0,0,0,0
Claw,Magic,4,102,110,0,0,E,D,C,0,0,0,0,0
Claw,Magic,5,108,116,0,0,E,D,C,0,0,0,0,0
Claw,Magic,6,113,121,0,0,E,D,B,0,0,0,0,0
Claw,Magic,7,118,127,0,0,E,D,B,0,0,0,0,0
Claw,Magic,8,124,133,0,0,E,D,B,0,0,0,0,0
Claw,Magic,9,129,139,0,0,E,D,B,0,0,0,0,0
Claw,Magic,10,135,145,0,0,E,D,B,0,0,0,0,0
Claw,Enchanted,0,108,114,0,0,E,E,C,0,0,0,0,0
Claw,Enchanted,1,112,117,0,0,E,E,B,0,0,0,0,0
Claw,Enchanted,2,116,120,0,0,E,E,B,0,0,0,0,0
Claw,Enchanted,3,120,124,0,0,E,E,A,0,0,0,0,0
Claw,Enchanted,4,125,127,0,0,E,E,A,0,0,0,0,0
Claw,Enchanted,5,129,132,0,0,E,E,A,0,0,0,0,0
Claw,Divine,0,72,88,0,0,E,D,0,C,0,0,0,0
Claw,Divine,1,76,94,0,0,E,D,0,C,0,0,0,0
Claw,Divine,2,81,100,0,0,E,D,0,C,0,0,0,0
Claw,Divine,3,86,106,0,0,E,D,0,C,0,0,0,0
Claw,Divine,4,91,112,0,0,E,D,0,C,0,0,0,0
Claw,Divine,5,96,118,0,0,E,D,0,C,0,0,0,0
Claw,Divine,6,100,123,0,0,E,D,0,C,0,0,0,0
Claw,Divine,7,105,129,0,0,E,D,0,C,0,0,0,0
Claw,Divine,8,110,135,0,0,E,D,0,C,0,0,0,0
Claw,Divine,9,115,141,0,0,E,D,0,B,0,0,0,0
Claw,Divine,10,120,147,0,0,E,D,0,B,0,0,0,0
Claw,Occult,0,100,108,0,0,E,D,0,B,0,0,0,0
Claw,Occult,1,105,113,0,0,E,D,0,B,0,0,0,0
Claw,Occult,2,112,118,0,0,E,D,0,B,0,0,0,0
Claw,Occult,3,117,124,0,0,E,D,0,B,0,0,0,0
Claw,Occult,4,124,129,0,0,E,D,0,B,0,0,0,0
Claw,Occult,5,130,135,0,0,E,D,0,B,0,0,0,0
Claw,Fire,0,93,0,93,0,0,0,0,0,0,0,0,0
Claw,Fire,1,100,0,100,0,0,0,0,0,0,0,0,0
Claw,Fire,2,108,0,108,0,0,0,0,0,0,0,0,0
Claw,Fire,3,115,0,115,0,0,0,0,0,0,0,0,0
Claw,Fire,4,122,0,122,0,0,0,0,0,0,0,0,0
Claw,Fire,5,129,0,129,0,0,0,0,0,0,0,0,0
Claw,Fire,6,138,0,138,0,0,0,0,0,0,0,0,0
Claw,Fire,7,146,0,146,0,0,0,0,0,0,0,0,0
Claw,Fire,8,155,0,155,0,0,0,0,0,0,0,0,0
Claw,Fire,9,164,0,164,0,0,0,0,0,0,0,0,0
Claw,Fire,10,172,0,172,0,0,0,0,0,0,0,0,0
Claw,Chaos,0,113,0,129,0,0,0,0,0,0,0,0,0
Claw,Chaos,1,119,0,136,0,0,0,0,0,0,0,0,0
Claw,Chaos,2,126,0,144,0,0,0,0,0,0,0,0,0
Claw,Chaos,3,132,0,151,0,0,0,0,0,0,0,0,0
Claw,Chaos,4,138,0,158,0,0,0,0,0,0,0,0,0
Claw,Chaos,5,144,0,165,0,0,0,0,0,0,0,0,0
Claw,Lightning,0,129,0,0,129,0,0,0,0,0,0,0,0
Claw,Lightning,1,139,0,0,139,0,0,0,0,0,0,0,0
Claw,Lightning,2,149,0,0,149,0,0,0,0,0,0,0,0
Claw,Lightning,3,159,0,0,159,0,0,0,0,0,0,0,0
Claw,Lightning,4,169,0,0,169,0,0,0,0,0,0,0,0
Claw,Lightning,5,180,0,0,180,0,0,0,0,0,0,0,0
Demon's Great Hammer,Standard,0,138,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,1,151,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,2,165,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,3,179,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,4,193,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,5,207,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,6,220,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,7,234,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,8,248,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,9,262,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,10,276,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,11,289,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,12,303,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,13,317,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,14,331,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Standard,15,345,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,0,238,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,1,254,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,2,270,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,3,286,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,4,302,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Raw,5,318,0,0,0,C,0,0,0,50,10,35,35
Demon's Great Hammer,Crystal,0,303,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Crystal,1,317,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Crystal,2,331,0,0,0,B,0,0,0,50,10,35,35
Demon's Great Hammer,Crystal,3,345,0,0,0,B,0,0,0,50,10,35,35
